component,type,layer,head,mean_ie,std_ie,consistency,score,n_samples
L16H19,attn,16,19,0.0001299285888671875,0.00239218175214585,0.525,6.821250915527345e-05,200
L22H20,attn,22,20,0.00011414527893066406,0.001378308535660961,0.59,6.734571456909179e-05,200
L36H12,attn,36,12,0.00013795852661132812,0.0069464663752208675,0.485,6.690988540649414e-05,200
L45H10,attn,45,10,0.0001363849639892578,0.0047882557663088,0.49,6.682863235473633e-05,200
L20H23,attn,20,23,0.0001252603530883789,0.0033512504675215354,0.53,6.638798713684083e-05,200
L12H19,attn,12,19,0.00012840747833251954,0.0034531770931562162,0.515,6.612985134124757e-05,200
L27H22,attn,27,22,0.00014548778533935548,0.003233913458045229,0.45,6.546950340270997e-05,200
L36H16,attn,36,16,0.00014882087707519532,0.004068944695651015,0.435,6.473708152770997e-05,200
L25H22,attn,25,22,0.00013091087341308595,0.004172876326757584,0.49,6.414632797241212e-05,200
L13H15,attn,13,15,0.00013535022735595704,0.004041382049838607,0.47,6.361460685729981e-05,200
L17H22,attn,17,22,0.00012115955352783203,0.008588705705373087,0.525,6.360876560211182e-05,200
L42H03,attn,42,3,0.00011294841766357422,0.0033482646300646546,0.555,6.268637180328369e-05,200
L40H12,attn,40,12,0.00012195110321044922,0.0025120257402398197,0.51,6.21950626373291e-05,200
L00H23,attn,0,23,0.00011354446411132813,0.0010492761421169773,0.525,5.961084365844727e-05,200
L43H23,attn,43,23,0.00012900829315185547,0.002902344690690644,0.46,5.9343814849853524e-05,200
L23H10,attn,23,10,0.000120697021484375,0.010269957302418063,0.485,5.8538055419921874e-05,200
L09H21,attn,9,21,0.00012251853942871094,0.0012747661525306566,0.475,5.819630622863769e-05,200
L01H13,attn,1,13,0.00011492252349853515,0.0030490775557353196,0.49,5.6312036514282224e-05,200
L25H02,attn,25,2,9.81903076171875e-05,0.005271655769357275,0.57,5.5968475341796866e-05,200
L11H08,attn,11,8,0.00010745048522949219,0.0030864463765373977,0.52,5.587425231933594e-05,200
L37H10,attn,37,10,0.0001017141342163086,0.004478105148395279,0.54,5.4925632476806646e-05,200
L43H08,attn,43,8,0.0001136159896850586,0.001972554204461161,0.48,5.453567504882813e-05,200
L40H20,attn,40,20,0.00010798454284667969,0.0013901282920720072,0.505,5.4532194137573244e-05,200
L39H20,attn,39,20,9.690761566162109e-05,0.005888843979381275,0.535,5.184557437896728e-05,200
L09H13,attn,9,13,9.828567504882813e-05,0.0061140677295013065,0.51,5.0125694274902345e-05,200
L04H23,attn,4,23,9.856224060058593e-05,0.001836798012071473,0.5,4.9281120300292966e-05,200
L03H09,attn,3,9,9.176254272460937e-05,0.0010750153160995104,0.535,4.909296035766602e-05,200
L10H22,attn,10,22,0.00010237693786621093,0.001840416217405027,0.455,4.658150672912598e-05,200
L33H23,attn,33,23,8.85772705078125e-05,0.012104219554311279,0.525,4.650306701660156e-05,200
L35H00,attn,35,0,9.83428955078125e-05,0.0018353622986864175,0.465,4.572944641113282e-05,200
L37H21,attn,37,21,8.414745330810547e-05,0.002754629346428958,0.535,4.501888751983643e-05,200
L15H07,attn,15,7,8.90970230102539e-05,0.0060638346069938455,0.5,4.454851150512695e-05,200
L01H15,attn,1,15,8.391857147216797e-05,0.0034494480619917767,0.515,4.3218064308166504e-05,200
L31H18,attn,31,18,8.363723754882813e-05,0.0015193920712527989,0.515,4.3073177337646486e-05,200
L07H09,attn,7,9,8.192539215087891e-05,0.004128470247435159,0.525,4.301083087921143e-05,200
L00H03,attn,0,3,8.022308349609375e-05,0.0008155843025036021,0.535,4.291934967041016e-05,200
L42H07,attn,42,7,7.382869720458985e-05,0.0028127309340015894,0.575,4.245150089263916e-05,200
L46H08,attn,46,8,8.524894714355469e-05,0.001362883329015918,0.495,4.219822883605957e-05,200
L47H09,attn,47,9,8.183002471923829e-05,0.005062639595668793,0.5,4.0915012359619144e-05,200
L44H12,attn,44,12,8.745193481445313e-05,0.001984257272699743,0.46,4.022789001464844e-05,200
L31H20,attn,31,20,7.161617279052734e-05,0.004540998486226368,0.545,3.90308141708374e-05,200
L34H16,attn,34,16,7.169723510742188e-05,0.001908852229552422,0.54,3.871650695800782e-05,200
L03H14,attn,3,14,6.956100463867187e-05,0.000929355105795798,0.54,3.756294250488281e-05,200
L31H10,attn,31,10,7.344722747802734e-05,0.003842112069511684,0.51,3.7458086013793947e-05,200
L25H23,attn,25,23,7.707595825195312e-05,0.008526628576313634,0.475,3.661108016967773e-05,200
L19H23,attn,19,23,6.80685043334961e-05,0.005484678946652876,0.52,3.539562225341797e-05,200
L47H18,attn,47,18,6.613731384277343e-05,0.0009956703680229673,0.53,3.505277633666992e-05,200
L11H05,attn,11,5,7.60936737060547e-05,0.0022729737283670964,0.45,3.424215316772461e-05,200
L45H24,attn,45,24,6.455421447753906e-05,0.0010326031800625597,0.53,3.4213733673095705e-05,200
L25H19,attn,25,19,6.696701049804687e-05,0.0018074062871932604,0.5,3.348350524902344e-05,200
L26H05,attn,26,5,6.198883056640625e-05,0.008548962035497657,0.54,3.3473968505859376e-05,200
L00H18,attn,0,18,6.358146667480469e-05,0.0013633057720779153,0.495,3.147282600402832e-05,200
L32H19,attn,32,19,6.206989288330078e-05,0.00485680964633342,0.505,3.1345295906066894e-05,200
L31H05,attn,31,5,6.200313568115234e-05,0.0021304812648973086,0.5,3.100156784057617e-05,200
L41H00,attn,41,0,6.215095520019531e-05,0.0028883927237082626,0.475,2.9521703720092772e-05,200
L00H05,attn,0,5,5.670070648193359e-05,0.0007582807329496335,0.52,2.9484367370605468e-05,200
L47H15,attn,47,15,5.7830810546875e-05,0.0014281574495725697,0.5,2.89154052734375e-05,200
L26H04,attn,26,4,5.24139404296875e-05,0.0019514813595474774,0.515,2.6993179321289064e-05,200
L00H19,attn,0,19,4.933357238769531e-05,0.0014950904756293752,0.535,2.6393461227416993e-05,200
L44H00,attn,44,0,5.3491592407226566e-05,0.0012433603326386373,0.485,2.5943422317504882e-05,200
L25H20,attn,25,20,4.623889923095703e-05,0.0038422942209929483,0.555,2.5662589073181153e-05,200
L41H09,attn,41,9,4.85992431640625e-05,0.0018798016982142737,0.52,2.5271606445312502e-05,200
L16H06,attn,16,6,5.012035369873047e-05,0.0038331824910567214,0.495,2.480957508087158e-05,200
L35H12,attn,35,12,4.7659873962402345e-05,0.008067990704048164,0.52,2.478313446044922e-05,200
L42H01,attn,42,1,4.672050476074219e-05,0.0034744834706589628,0.53,2.4761867523193363e-05,200
L01H09,attn,1,9,5.302906036376953e-05,0.0023213220332538305,0.46,2.4393367767333983e-05,200
L23H08,attn,23,8,4.921913146972656e-05,0.004681820269944506,0.495,2.4363470077514647e-05,200
L00H14,attn,0,14,4.679679870605469e-05,0.0010711208591943288,0.51,2.386636734008789e-05,200
L46H15,attn,46,15,3.951072692871094e-05,0.0006338912954812002,0.555,2.1928453445434573e-05,200
L07H12,attn,7,12,4.283905029296875e-05,0.008281048235138611,0.485,2.0776939392089845e-05,200
L45H20,attn,45,20,4.306316375732422e-05,0.002822173285816881,0.455,1.959373950958252e-05,200
L00H15,attn,0,15,3.7837028503417966e-05,0.0015143707671948425,0.515,1.9486069679260252e-05,200
L03H20,attn,3,20,3.724098205566406e-05,0.001386489376810218,0.515,1.917910575866699e-05,200
L34H10,attn,34,10,3.827571868896484e-05,0.0058953417273017806,0.5,1.913785934448242e-05,200
L01H06,attn,1,6,3.770351409912109e-05,0.002851105892497703,0.505,1.904027462005615e-05,200
L44H09,attn,44,9,4.509925842285156e-05,0.0031921554272180703,0.405,1.8265199661254884e-05,200
L39H21,attn,39,21,3.4856796264648435e-05,0.002725235950508048,0.51,1.7776966094970703e-05,200
L44H10,attn,44,10,3.4799575805664064e-05,0.011816132043897368,0.48,1.670379638671875e-05,200
L05H17,attn,5,17,2.9654502868652343e-05,0.0030777765149511077,0.555,1.645824909210205e-05,200
L43H18,attn,43,18,2.7632713317871095e-05,0.0012041054999981343,0.54,1.4921665191650392e-05,200
L23H02,attn,23,2,2.7565956115722657e-05,0.004485324720757264,0.52,1.4334297180175783e-05,200
L33H22,attn,33,22,2.9397010803222656e-05,0.004987830380879154,0.465,1.3669610023498535e-05,200
L00H16,attn,0,16,2.4285316467285156e-05,0.00104269780604174,0.54,1.3114070892333985e-05,200
L00H07,attn,0,7,2.5691986083984376e-05,0.0017503301950288041,0.485,1.2460613250732423e-05,200
L20H05,attn,20,5,2.3322105407714842e-05,0.00327248561984515,0.53,1.2360715866088867e-05,200
L02H21,attn,2,21,2.0904541015625e-05,0.0007544178121467435,0.565,1.1811065673828125e-05,200
L38H08,attn,38,8,2.285003662109375e-05,0.003364724765508316,0.505,1.1539268493652344e-05,200
L40H24,attn,40,24,2.2635459899902343e-05,0.0013531979277895366,0.5,1.1317729949951172e-05,200
L45H13,attn,45,13,2.1581649780273437e-05,0.001752704997806561,0.485,1.0467100143432616e-05,200
L03H07,attn,3,7,1.9135475158691407e-05,0.003467157923504584,0.54,1.033315658569336e-05,200
L34H17,attn,34,17,2.0871162414550783e-05,0.0020453171281378294,0.49,1.0226869583129884e-05,200
L26H23,attn,26,23,1.9459724426269532e-05,0.0031375969435881164,0.515,1.0021758079528809e-05,200
L14H00,attn,14,0,1.4300346374511718e-05,0.007330618463023099,0.51,7.293176651000977e-06,200
L06H17,attn,6,17,1.2140274047851563e-05,0.0031934942140909176,0.545,6.6164493560791025e-06,200
L26H14,attn,26,14,1.1696815490722657e-05,0.008141587055606494,0.455,5.322051048278809e-06,200
L07H01,attn,7,1,8.96453857421875e-06,0.0003264051182250286,0.57,5.109786987304687e-06,200
L01H22,attn,1,22,9.279251098632813e-06,0.004061034543805868,0.485,4.500436782836914e-06,200
L42H08,attn,42,8,5.478858947753906e-06,0.0029892410803925755,0.495,2.7120351791381835e-06,200
L01H12,attn,1,12,5.431175231933594e-06,0.0007092365493667955,0.485,2.6341199874877932e-06,200
L00H17,attn,0,17,3.304481506347656e-06,0.002559213724996301,0.505,1.6687631607055664e-06,200
L41H08,attn,41,8,2.6273727416992186e-06,0.003423625494482309,0.55,1.4450550079345703e-06,200
L02H14,attn,2,14,2.574920654296875e-06,0.0009288949005483435,0.495,1.2745857238769531e-06,200
L26H13,attn,26,13,9.441375732421875e-07,0.0021383208707561403,0.59,5.570411682128906e-07,200
L00H04,attn,0,4,6.055831909179688e-07,0.00033850433325542277,0.48,2.90679931640625e-07,200
L45H15,attn,45,15,-3.7670135498046877e-07,0.0038691561567156772,0.455,-1.713991165161133e-07,200
L46H12,attn,46,12,-7.009506225585937e-07,0.0009431814712357207,0.51,-3.5748481750488283e-07,200
L03H18,attn,3,18,-1.10626220703125e-06,0.003784619872771354,0.475,-5.254745483398437e-07,200
L46H10,attn,46,10,-2.312660217285156e-06,0.0019421317958748935,0.46,-1.0638236999511718e-06,200
L44H06,attn,44,6,-3.957748413085938e-06,0.005461232055149765,0.48,-1.89971923828125e-06,200
L46H22,attn,46,22,-5.602836608886719e-06,0.0007748840442125686,0.445,-2.4932622909545897e-06,200
L38H04,attn,38,4,-6.651878356933593e-06,0.0031138113526832057,0.495,-3.2926797866821287e-06,200
L21H20,attn,21,20,-6.947517395019531e-06,0.007563547679338805,0.495,-3.439021110534668e-06,200
L24H04,attn,24,4,-8.96930694580078e-06,0.005412094208714199,0.47,-4.215574264526366e-06,200
L12H02,attn,12,2,-1.015186309814453e-05,0.0010892500405172713,0.51,-5.1774501800537105e-06,200
L06H15,attn,6,15,-1.0776519775390626e-05,0.0007594076784348307,0.525,-5.657672882080079e-06,200
L36H04,attn,36,4,-1.255512237548828e-05,0.004473042503566321,0.47,-5.900907516479491e-06,200
L38H03,attn,38,3,-1.3914108276367187e-05,0.0014853391515137104,0.435,-6.052637100219727e-06,200
L46H07,attn,46,7,-1.2311935424804688e-05,0.0021800549407264237,0.515,-6.340646743774414e-06,200
L01H05,attn,1,5,-1.4224052429199218e-05,0.001740582369481164,0.465,-6.614184379577637e-06,200
L39H17,attn,39,17,-2.0227432250976563e-05,0.006338053305758312,0.475,-9.608030319213867e-06,200
L13H13,attn,13,13,-2.582550048828125e-05,0.0008386642051713854,0.42,-1.0846710205078125e-05,200
L40H18,attn,40,18,-2.4437904357910156e-05,0.00202697965931917,0.45,-1.099705696105957e-05,200
L08H05,attn,8,5,-2.1681785583496093e-05,0.005851068592352647,0.51,-1.1057710647583007e-05,200
L07H03,attn,7,3,-2.1686553955078124e-05,0.003716213331870469,0.52,-1.1277008056640625e-05,200
L46H04,attn,46,4,-2.5315284729003908e-05,0.001300617934204908,0.46,-1.1645030975341798e-05,200
L15H18,attn,15,18,-2.777099609375e-05,0.003310817772466505,0.425,-1.180267333984375e-05,200
L00H02,attn,0,2,-2.4170875549316405e-05,0.0010622492098432863,0.505,-1.2206292152404785e-05,200
L20H10,attn,20,10,-2.434253692626953e-05,0.004896045062143203,0.515,-1.2536406517028808e-05,200
L40H11,attn,40,11,-2.6702880859375e-05,0.002259703837443454,0.51,-1.3618469238281251e-05,200
L35H01,attn,35,1,-2.5773048400878905e-05,0.0017477065794738074,0.53,-1.365971565246582e-05,200
L05H06,attn,5,6,-3.178596496582031e-05,0.0036760978872999463,0.54,-1.716442108154297e-05,200
L38H00,attn,38,0,-3.474235534667969e-05,0.0025394293492390424,0.515,-1.789231300354004e-05,200
L18H16,attn,18,16,-3.7865638732910155e-05,0.006381005147419203,0.48,-1.8175506591796874e-05,200
L44H14,attn,44,14,-4.2624473571777344e-05,0.0009970928965699238,0.43,-1.8328523635864258e-05,200
L01H21,attn,1,21,-3.746986389160156e-05,0.000750387863030462,0.5,-1.873493194580078e-05,200
L43H03,attn,43,3,-3.991603851318359e-05,0.0020232520445883553,0.47,-1.8760538101196288e-05,200
L37H02,attn,37,2,-4.573345184326172e-05,0.0016105341978852443,0.43,-1.9665384292602537e-05,200
L31H17,attn,31,17,-3.987789154052734e-05,0.0012745086608003725,0.495,-1.9739556312561035e-05,200
L01H08,attn,1,8,-3.850936889648438e-05,0.0015592899189651405,0.545,-2.098760604858399e-05,200
L11H23,attn,11,23,-4.556179046630859e-05,0.0035161380830588127,0.495,-2.2553086280822753e-05,200
L42H18,attn,42,18,-4.5328140258789064e-05,0.0019351029874500499,0.5,-2.2664070129394532e-05,200
L28H14,attn,28,14,-5.035877227783203e-05,0.008061579394650778,0.47,-2.3668622970581054e-05,200
L12H12,attn,12,12,-4.970073699951172e-05,0.004456788148433441,0.49,-2.435336112976074e-05,200
L16H13,attn,16,13,-4.9872398376464845e-05,0.004551152265233421,0.49,-2.4437475204467773e-05,200
L06H12,attn,6,12,-5.2022933959960935e-05,0.002520345460961075,0.47,-2.4450778961181638e-05,200
L36H01,attn,36,1,-4.407405853271485e-05,0.0012931871198799847,0.56,-2.4681472778320317e-05,200
L11H18,attn,11,18,-5.492210388183594e-05,0.0011308707087030346,0.49,-2.691183090209961e-05,200
L15H24,attn,15,24,-5.742549896240235e-05,0.0012115394733931847,0.47,-2.69899845123291e-05,200
L12H07,attn,12,7,-5.451202392578125e-05,0.0019076351986189238,0.515,-2.8073692321777344e-05,200
L32H06,attn,32,6,-6.257534027099609e-05,0.0014105159372878608,0.46,-2.8784656524658203e-05,200
L21H01,attn,21,1,-6.361007690429688e-05,0.0070049397080475554,0.455,-2.894258499145508e-05,200
L02H08,attn,2,8,-5.870342254638672e-05,0.0042330713249713325,0.495,-2.9058194160461426e-05,200
L08H24,attn,8,24,-6.551742553710938e-05,0.0036065069445176995,0.45,-2.948284149169922e-05,200
L43H13,attn,43,13,-6.297111511230469e-05,0.0016397211870681227,0.475,-2.9911279678344725e-05,200
L31H03,attn,31,3,-6.893634796142578e-05,0.001683189986861254,0.435,-2.9987311363220213e-05,200
L41H07,attn,41,7,-5.689620971679687e-05,0.001687584333144463,0.535,-3.0439472198486327e-05,200
L00H11,attn,0,11,-6.592750549316406e-05,0.0008896486524933879,0.47,-3.0985927581787105e-05,200
L08H13,attn,8,13,-6.337642669677734e-05,0.0037369575962565267,0.49,-3.10544490814209e-05,200
L42H05,attn,42,5,-5.931854248046875e-05,0.00856311360261124,0.53,-3.143882751464844e-05,200
L38H16,attn,38,16,-6.289482116699219e-05,0.0028270890682151628,0.51,-3.207635879516602e-05,200
L32H12,attn,32,12,-6.148815155029296e-05,0.005472545603418669,0.55,-3.381848335266113e-05,200
L01H23,attn,1,23,-6.395816802978515e-05,0.001790897767307901,0.53,-3.389782905578613e-05,200
L02H16,attn,2,16,-7.449626922607421e-05,0.0017480620857142461,0.46,-3.426828384399414e-05,200
L10H19,attn,10,19,-8.202552795410157e-05,0.0012092614775175668,0.425,-3.486084938049317e-05,200
L40H14,attn,40,14,-6.862640380859374e-05,0.0035945360611330107,0.51,-3.499946594238281e-05,200
L03H22,attn,3,22,-9.881496429443359e-05,0.0002442309033382388,0.355,-3.5079312324523924e-05,200
L25H14,attn,25,14,-7.110595703125e-05,0.007533398356724008,0.495,-3.519744873046875e-05,200
L36H05,attn,36,5,-8.049964904785156e-05,0.00951229486334136,0.44,-3.541984558105469e-05,200
L44H15,attn,44,15,-7.564544677734374e-05,0.002247056480116179,0.48,-3.630981445312499e-05,200
L05H05,attn,5,5,-7.796764373779296e-05,0.001133899293518649,0.475,-3.703463077545166e-05,200
L03H21,attn,3,21,-8.156299591064454e-05,0.0014257425956900596,0.455,-3.7111163139343266e-05,200
L10H09,attn,10,9,-6.960391998291016e-05,0.003863376367284823,0.535,-3.723809719085694e-05,200
L15H00,attn,15,0,-8.003711700439453e-05,0.003668747766047398,0.475,-3.80176305770874e-05,200
L00H01,attn,0,1,-8.960247039794922e-05,0.0006851729411125564,0.425,-3.808104991912842e-05,200
L20H14,attn,20,14,-8.590221405029297e-05,0.0035313325069427207,0.445,-3.8226485252380375e-05,200
L24H21,attn,24,21,-8.310794830322265e-05,0.003724255491832364,0.465,-3.8645195960998534e-05,200
L08H20,attn,8,20,-7.750034332275391e-05,0.00403612187681473,0.505,-3.9137673377990725e-05,200
L46H18,attn,46,18,-8.959770202636719e-05,0.0011417191390528437,0.445,-3.98709774017334e-05,200
L28H16,attn,28,16,-8.023738861083985e-05,0.010980548346484114,0.5,-4.0118694305419924e-05,200
L47H10,attn,47,10,-0.00010004997253417968,0.0015401752937884542,0.41,-4.1020488739013666e-05,200
L02H02,attn,2,2,-8.977890014648438e-05,0.003129981005776255,0.485,-4.354276657104492e-05,200
L37H17,attn,37,17,-9.943008422851563e-05,0.0023119291767235714,0.445,-4.424638748168946e-05,200
L43H24,attn,43,24,-8.93402099609375e-05,0.0030735872379132707,0.5,-4.467010498046875e-05,200
L41H24,attn,41,24,-0.00010531902313232422,0.007920099930515997,0.425,-4.476058483123779e-05,200
L03H12,attn,3,12,-0.00010149478912353515,0.004112975077212818,0.46,-4.668760299682617e-05,200
L03H16,attn,3,16,-8.730411529541016e-05,0.0010026226768028493,0.545,-4.758074283599854e-05,200
L39H03,attn,39,3,-9.565353393554687e-05,0.002458991818796344,0.51,-4.8783302307128905e-05,200
L00H24,attn,0,24,-9.62066650390625e-05,0.003411966216317322,0.51,-4.9065399169921874e-05,200
L39H13,attn,39,13,-0.00010697841644287109,0.0023101626377946866,0.46,-4.921007156372071e-05,200
L15H06,attn,15,6,-9.912490844726562e-05,0.004801582344516101,0.51,-5.055370330810547e-05,200
L17H01,attn,17,1,-0.00010741710662841797,0.0031192687814857742,0.475,-5.102312564849853e-05,200
L09H20,attn,9,20,-0.00010584354400634766,0.002878327569349977,0.485,-5.1334118843078614e-05,200
L38H09,attn,38,9,-0.00010961055755615235,0.004532463922868349,0.47,-5.15169620513916e-05,200
L31H02,attn,31,2,-0.000106201171875,0.0012649486631381706,0.49,-5.203857421875e-05,200
L04H10,attn,4,10,-0.00010643482208251954,0.00419465754398546,0.49,-5.215306282043457e-05,200
L41H22,attn,41,22,-0.00012204170227050781,0.0029002330956144997,0.43,-5.247793197631836e-05,200
L08H21,attn,8,21,-0.00010523319244384766,0.0027244616452716656,0.5,-5.261659622192383e-05,200
L00H21,attn,0,21,-0.00012956619262695314,0.0019629336119699487,0.415,-5.376996994018555e-05,200
L45H00,attn,45,0,-0.00010802268981933593,0.00614736143983509,0.5,-5.401134490966797e-05,200
L42H17,attn,42,17,-0.00011455535888671875,0.002696702383200574,0.475,-5.441379547119141e-05,200
L06H11,attn,6,11,-0.00011591434478759766,0.0029551805940362256,0.47,-5.4479742050170894e-05,200
L04H01,attn,4,1,-0.00014150619506835937,0.0003929079106266355,0.385,-5.447988510131836e-05,200
L05H21,attn,5,21,-0.00010954856872558594,0.0031900090104979226,0.53,-5.806074142456055e-05,200
L43H06,attn,43,6,-0.00011676311492919922,0.002341211286324688,0.5,-5.838155746459961e-05,200
L02H24,attn,2,24,-0.00012404441833496093,0.003242526757552041,0.475,-5.892109870910644e-05,200
L03H17,attn,3,17,-0.00012826919555664062,0.0034418362558138044,0.465,-5.9645175933837894e-05,200
L11H11,attn,11,11,-0.00012848854064941405,0.005966121812953353,0.465,-5.974717140197754e-05,200
L10H21,attn,10,21,-0.00012345314025878905,0.0014505690532895844,0.485,-5.987477302551269e-05,200
L00H00,attn,0,0,-0.00011363983154296875,0.0025121532088811537,0.535,-6.079730987548828e-05,200
L42H23,attn,42,23,-0.00012485504150390624,0.0034662864626338534,0.49,-6.117897033691405e-05,200
L03H23,attn,3,23,-0.00012301921844482422,0.0032023021015491447,0.505,-6.212470531463623e-05,200
L30H00,attn,30,0,-0.0001288461685180664,0.00434945357339717,0.485,-6.24903917312622e-05,200
L34H13,attn,34,13,-0.00011835098266601562,0.001723148559735584,0.53,-6.272602081298828e-05,200
L45H16,attn,45,16,-0.00013590812683105468,0.000845962284002213,0.465,-6.319727897644043e-05,200
L37H07,attn,37,7,-0.000126800537109375,0.002113508551560699,0.51,-6.466827392578125e-05,200
L33H13,attn,33,13,-0.00012937545776367187,0.002528426427430679,0.5,-6.468772888183594e-05,200
L38H07,attn,38,7,-0.0001248788833618164,0.003488188361589504,0.52,-6.493701934814452e-05,200
L15H02,attn,15,2,-0.00013137340545654296,0.0014365509035163106,0.495,-6.502983570098876e-05,200
L46H11,attn,46,11,-0.00013881683349609375,0.003298940959115998,0.47,-6.524391174316407e-05,200
L01H18,attn,1,18,-0.0001436758041381836,0.001103770350062109,0.465,-6.680924892425537e-05,200
L42H09,attn,42,9,-0.00014831066131591796,0.0017999459943496005,0.46,-6.822290420532227e-05,200
L21H14,attn,21,14,-0.00014972209930419922,0.009890750350543282,0.465,-6.962077617645265e-05,200
L35H03,attn,35,3,-0.000174102783203125,0.001356796695259903,0.4,-6.964111328125e-05,200
L37H20,attn,37,20,-0.0001382303237915039,0.002620831239027056,0.515,-7.118861675262451e-05,200
L40H00,attn,40,0,-0.0001504230499267578,0.003550877885364358,0.475,-7.145094871520995e-05,200
L46H14,attn,46,14,-0.00018575191497802735,0.0015208838106639565,0.385,-7.151448726654053e-05,200
L20H16,attn,20,16,-0.00014596939086914063,0.002494697456325445,0.49,-7.15250015258789e-05,200
L43H01,attn,43,1,-0.00017766475677490233,0.0028357430456806137,0.405,-7.195422649383546e-05,200
L13H09,attn,13,9,-0.0001501178741455078,0.0031793519157215684,0.485,-7.280716896057129e-05,200
L37H08,attn,37,8,-0.00015596389770507812,0.0020231550410762106,0.47,-7.330303192138672e-05,200
L30H21,attn,30,21,-0.00013717174530029298,0.00186569315882286,0.535,-7.338688373565675e-05,200
L21H03,attn,21,3,-0.0001312065124511719,0.008082639037912428,0.56,-7.347564697265626e-05,200
L39H02,attn,39,2,-0.00015638351440429687,0.0018971682563168472,0.47,-7.350025177001952e-05,200
L33H12,attn,33,12,-0.00014746665954589843,0.005112948083592543,0.51,-7.52079963684082e-05,200
L28H00,attn,28,0,-0.00015544414520263672,0.007537509100596043,0.49,-7.616763114929199e-05,200
L22H16,attn,22,16,-0.00016094207763671874,0.0036030704567093412,0.475,-7.64474868774414e-05,200
L02H01,attn,2,1,-0.00020168304443359374,0.0006042225635457951,0.38,-7.663955688476562e-05,200
L01H10,attn,1,10,-0.00015262603759765624,0.0034871443618603535,0.505,-7.70761489868164e-05,200
L09H22,attn,9,22,-0.0001604747772216797,0.0034992702852942063,0.49,-7.863264083862305e-05,200
L13H19,attn,13,19,-0.0001740121841430664,0.0028150473450466664,0.455,-7.917554378509521e-05,200
L47H13,attn,47,13,-0.00018136024475097655,0.0018735717736326682,0.45,-8.161211013793945e-05,200
L07H22,attn,7,22,-0.00017636775970458985,0.0014159858675742258,0.465,-8.201100826263428e-05,200
L08H18,attn,8,18,-0.00016924858093261719,0.0030891691143176544,0.485,-8.208556175231933e-05,200
L06H21,attn,6,21,-0.00016963958740234375,0.005425831172185816,0.485,-8.227519989013672e-05,200
L21H21,attn,21,21,-0.00016924381256103516,0.0050316920550088655,0.49,-8.292946815490722e-05,200
L22H06,attn,22,6,-0.0001639413833618164,0.0023011211208818854,0.515,-8.442981243133545e-05,200
L06H14,attn,6,14,-0.00018061161041259765,0.00366315509061463,0.47,-8.488745689392089e-05,200
L06H00,attn,6,0,-0.00018867969512939453,0.0013045551363421303,0.455,-8.584926128387451e-05,200
L37H13,attn,37,13,-0.00018293380737304687,0.0022486694932432405,0.475,-8.689355850219726e-05,200
L43H11,attn,43,11,-0.00018176555633544922,0.00397549146825892,0.48,-8.724746704101562e-05,200
L30H22,attn,30,22,-0.00019410133361816406,0.00826991219105248,0.45,-8.734560012817382e-05,200
L04H04,attn,4,4,-0.00018222808837890626,0.0039272363807190715,0.48,-8.7469482421875e-05,200
L30H09,attn,30,9,-0.00019979476928710938,0.0026853847488590705,0.44,-8.790969848632813e-05,200
L05H18,attn,5,18,-0.0001833486557006836,0.005469506238185443,0.48,-8.800735473632812e-05,200
L43H00,attn,43,0,-0.00022726058959960939,0.0035953387050224636,0.39,-8.863162994384767e-05,200
L36H14,attn,36,14,-0.0002129077911376953,0.0013518547976438052,0.42,-8.942127227783203e-05,200
L42H13,attn,42,13,-0.0002062511444091797,0.0019573865851272836,0.435,-8.971924781799316e-05,200
L10H12,attn,10,12,-0.00020621299743652343,0.0015075948033047867,0.445,-9.176478385925292e-05,200
L24H00,attn,24,0,-0.0002663564682006836,0.0008571844114989519,0.345,-9.189298152923584e-05,200
L19H20,attn,19,20,-0.00017246723175048828,0.007398332125312463,0.535,-9.226996898651124e-05,200
L03H10,attn,3,10,-0.0001874113082885742,0.0014461539470780314,0.495,-9.276859760284423e-05,200
L40H04,attn,40,4,-0.00021560192108154296,0.0030247167205457947,0.435,-9.378683567047119e-05,200
L41H20,attn,41,20,-0.00023365020751953125,0.0013250475154364342,0.405,-9.462833404541016e-05,200
L47H16,attn,47,16,-0.00022117137908935546,0.002061385948985402,0.43,-9.510369300842285e-05,200
L13H10,attn,13,10,-0.00019722461700439454,0.004484283606116051,0.49,-9.664006233215332e-05,200
L35H24,attn,35,24,-0.00021689891815185547,0.0024374959177289597,0.45,-9.760451316833497e-05,200
L01H00,attn,1,0,-0.00022843360900878906,0.0014421702719284132,0.43,-9.82264518737793e-05,200
L10H20,attn,10,20,-0.00019961833953857422,0.0014484218604792819,0.495,-9.881107807159423e-05,200
L47H04,attn,47,4,-0.00022022247314453124,0.0034761486228194294,0.45,-9.910011291503906e-05,200
L36H02,attn,36,2,-0.00022303104400634766,0.0014465043488998653,0.445,-9.924881458282472e-05,200
L10H11,attn,10,11,-0.00021109580993652343,0.0023214372644542037,0.475,-0.00010027050971984863,200
L02H00,attn,2,0,-0.0002399873733520508,0.001454504358227995,0.42,-0.00010079469680786133,200
L33H20,attn,33,20,-0.00020831584930419922,0.0020891976487037943,0.485,-0.00010103318691253662,200
L13H11,attn,13,11,-0.00019458770751953124,0.005578706056379798,0.52,-0.00010118560791015624,200
L40H13,attn,40,13,-0.00024353504180908204,0.002667901294249318,0.42,-0.00010228471755981445,200
